Year,Service,Country,Original_Price,Currency,Exchange_Rate,Price_USD,US_Baseline_Price,DSPI,Monthly_Salary_USD,Affordability_Wage_Based_%,Real_Diff_USD,Real_Diff_USD_%,Conversion_Date,Date Collected
2024,Spotify,Ukraine,4.99,USD,1,4.99,11.99,0.4161801501,509.6,0.009791993721,-7,-58.38%,2025-12-28 19:17:56,December 2025
2024,Apple Music,Ukraine,4.99,USD,1,4.99,10.99,0.4540491356,509.6,0.009791993721,-6,-54.60%,2025-12-28 19:17:56,December 2025
2024,Microsoft 365,Ukraine,2699,UAH,0.026,70.174,99.99,0.701810181,509.6,0.1377040816,-29.816,-29.82%,2025-12-28 19:17:56,December 2025
2024,Adobe Creative Cloud,Ukraine,40.79,USD,1,40.79,69.99,0.5827975425,509.6,0.08004317111,-29.2,-41.72%,2025-12-28 19:17:56,December 2025
2024,Xbox Game Pass,Ukraine,290,UAH,0.026,7.54,9.99,0.7547547548,509.6,0.01479591837,-2.45,-24.52%,2025-12-28 19:17:56,December 2025
2024,NordVPN,Ukraine,96.88,USD,1,96.88,96.07,1.008431352,509.6,0.1901098901,0.81,0.84%,2025-12-28 19:17:56,December 2025
2024,ExpressVPN,Ukraine,117.26,USD,1,117.26,106.4,1.102067669,509.6,0.2301020408,10.86,10.21%,2025-12-28 19:17:56,December 2025
2024,Netflix,Philippines,449,PHP,0.018,8.082,17.99,0.4492495831,370.49,0.02181435396,-9.908,-55.08%,2025-12-28 19:17:56,December 2025
2024,Youtube Premium,Philippines,189,PHP,0.018,3.402,13.99,0.2431736955,370.49,0.009182434074,-10.588,-75.68%,2025-12-28 19:17:56,December 2025
2024,Disney+,Philippines,249,PHP,0.018,4.482,12.99,0.345034642,370.49,0.01209749251,-8.508,-65.50%,2025-12-28 19:17:56,December 2025
2024,Amazon Prime,Philippines,149,PHP,0.018,2.682,14.99,0.1789192795,370.49,0.007239061783,-12.308,-82.11%,2025-12-28 19:17:56,December 2025
2024,Spotify,Philippines,169,PHP,0.018,3.042,11.99,0.2537114262,370.49,0.008210747928,-8.948,-74.63%,2025-12-28 19:17:56,December 2025
2024,Apple Music,Philippines,139,PHP,0.018,2.502,10.99,0.2276615105,370.49,0.00675321871,-8.488,-77.23%,2025-12-28 19:17:56,December 2025
2024,Microsoft 365,Philippines,4899,PHP,0.018,88.182,99.99,0.8819081908,370.49,0.2380145213,-11.808,-11.81%,2025-12-28 19:17:56,December 2025
2024,Adobe Creative Cloud,Philippines,3800,PHP,0.018,68.4,69.99,0.9772824689,370.49,0.1846203676,-1.59,-2.27%,2025-12-28 19:17:56,December 2025
2024,Xbox Game Pass,Philippines,320,PHP,0.018,5.76,9.99,0.5765765766,370.49,0.01554697833,-4.23,-42.34%,2025-12-28 19:17:56,December 2025
2024,NordVPN,Philippines,4800,PHP,0.018,86.4,96.07,0.8993442282,370.49,0.2332046749,-9.67,-10.07%,2025-12-28 19:17:56,December 2025
2024,ExpressVPN,Philippines,97.72,USD,1,97.72,106.4,0.9184210526,370.49,0.2637588059,-8.68,-8.16%,2025-12-28 19:17:56,December 2025
2024,Netflix,Pakistan,800,PKR,0.0036,2.88,17.99,0.1600889383,254.52,0.01131541726,-15.11,-83.99%,2025-12-28 19:17:56,December 2025
2024,Youtube Premium,Pakistan,479,PKR,0.0036,1.7244,13.99,0.1232594711,254.52,0.006775106082,-12.2656,-87.67%,2025-12-28 19:17:56,December 2025
2024,Amazon Prime,Pakistan,599,PKR,0.0036,2.1564,14.99,0.1438559039,254.52,0.00847241867,-12.8336,-85.61%,2025-12-28 19:17:56,December 2025
2024,Spotify,Pakistan,349,PKR,0.0036,1.2564,11.99,0.1047873228,254.52,0.004936350778,-10.7336,-89.52%,2025-12-28 19:17:56,December 2025
2024,Microsoft 365,Pakistan,22999,PKR,0.0036,82.7964,99.99,0.8280468047,254.52,0.3253041018,-17.1936,-17.20%,2025-12-28 19:17:56,December 2025
2024,Adobe Creative Cloud,Pakistan,69.99,USD,1,69.99,69.99,1,254.52,0.2749882131,0,0.00%,2025-12-28 19:17:56,December 2025
2024,Xbox Game Pass,Pakistan,499,PKR,0.0036,1.7964,9.99,0.1798198198,254.52,0.007057991513,-8.1936,-82.02%,2025-12-28 19:17:56,December 2025
2024,NordVPN,Pakistan,105.03,SGD,0.74,77.7222,96.07,0.8090163423,254.52,0.3053677511,-18.3478,-19.10%,2025-12-28 19:17:56,December 2025
2024,ExpressVPN,Pakistan,78.18,USD,1,78.18,106.4,0.7347744361,254.52,0.3071664309,-28.22,-26.52%,2025-12-28 19:17:56,December 2025
